"Statistic Label","Year","Settlements","UNIT","VALUE"
"Number of New Dwelling Completions","2017","Ballycolla, Co Laois","Number","0"
"Number of New Dwelling Completions","2017","Errill, Co Laois","Number","0"
"Number of New Dwelling Completions","2017","Killenard, Co Laois","Number","0"
"Number of New Dwelling Completions","2017","Ballybrittas, Co Laois","Number","6"
"Number of New Dwelling Completions","2017","The Swan, Co Laois","Number","0"
"Number of New Dwelling Completions","2017","Ballymahon, Co Longford","Number","1"
"Number of New Dwelling Completions","2017","Keenagh, Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Granard, Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Meathas Truim (Edgeworthstown), Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Longford, Co Longford","Number","15"
"Number of New Dwelling Completions","2017","Drumlish, Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Newtownforbes, Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Ballinalee, Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Legan, Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Aughnacliffe, Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Killashee, Co Longford","Number","0"
"Number of New Dwelling Completions","2017","Ardee, Co Louth","Number","5"
"Number of New Dwelling Completions","2017","Castlebellingham-Kilsaran, Co Louth","Number","8"
"Number of New Dwelling Completions","2017","Collon, Co Louth","Number","1"
"Number of New Dwelling Completions","2017","Dromiskin, Co Louth","Number","3"
"Number of New Dwelling Completions","2017","Dunleer, Co Louth","Number","0"
"Number of New Dwelling Completions","2017","Tallanstown, Co Louth","Number","0"
"Number of New Dwelling Completions","2017","Dundalk, Co Louth","Number","116"
"Number of New Dwelling Completions","2017","Carlingford, Co Louth","Number","6"
"Number of New Dwelling Completions","2017","Jenkinstown, Co Louth","Number","0"
"Number of New Dwelling Completions","2017","Knockbridge, Co Louth","Number","0"
"Number of New Dwelling Completions","2017","OMeath, Co Louth","Number","1"
"Number of New Dwelling Completions","2017","Louth, Co Louth","Number","0"
"Number of New Dwelling Completions","2017","Clogherhead, Co Louth","Number","2"
"Number of New Dwelling Completions","2017","Tullyallen, Co Louth","Number","7"
"Number of New Dwelling Completions","2017","Baltray, Co Louth","Number","0"
"Number of New Dwelling Completions","2017","Termonfeckin, Co Louth","Number","23"
"Number of New Dwelling Completions","2017","Tinure, Co Louth","Number","3"
"Number of New Dwelling Completions","2017","Annagassan, Co Louth","Number","0"
"Number of New Dwelling Completions","2017","Beaulieu, Co Louth","Number","0"
"Number of New Dwelling Completions","2017","Lordship, Co Louth","Number","1"
"Number of New Dwelling Completions","2017","Drumconrath, Co Meath","Number","1"
"Number of New Dwelling Completions","2017","Ashbourne, Co Meath","Number","130"
"Number of New Dwelling Completions","2017","Dunboyne, Co Meath","Number","14"
"Number of New Dwelling Completions","2017","Dunshaughlin, Co Meath","Number","60"
"Number of New Dwelling Completions","2017","Ratoath, Co Meath","Number","34"
"Number of New Dwelling Completions","2017","Kilcloon, Co Meath","Number","6"
"Number of New Dwelling Completions","2017","Kilmessan, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Ceanannas Mór (Kells), Co Meath","Number","2"
"Number of New Dwelling Completions","2017","Nobber, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Duleek, Co Meath","Number","3"
"Number of New Dwelling Completions","2017","Gormanston, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Number","187"
"Number of New Dwelling Completions","2017","Stamullen, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Julianstown, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","An Uaimh (Navan), Co Meath","Number","109"
"Number of New Dwelling Completions","2017","Slane, Co Meath","Number","4"
"Number of New Dwelling Completions","2017","Kentstown, Co Meath","Number","4"
"Number of New Dwelling Completions","2017","Oldcastle, Co Meath","Number","1"
"Number of New Dwelling Completions","2017","Trim, Co Meath","Number","14"
"Number of New Dwelling Completions","2017","Athboy, Co Meath","Number","2"
"Number of New Dwelling Completions","2017","Enfield, Co Meath","Number","1"
"Number of New Dwelling Completions","2017","Ballivor, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Rathmolyon, Co Meath","Number","7"
"Number of New Dwelling Completions","2017","Summerhill, Co Meath","Number","2"
"Number of New Dwelling Completions","2017","Donore, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Kildalkey, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Longwood, Co Meath","Number","29"
"Number of New Dwelling Completions","2017","Clonard, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Kilmainham, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Clonee Village, Co Meath","Number","1"
"Number of New Dwelling Completions","2017","Balbradagh, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Carlanstown, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Crossakeel, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Dunderry, Co Meath","Number","0"
"Number of New Dwelling Completions","2017","Ballycumber, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Banagher, Co Offaly","Number","2"
"Number of New Dwelling Completions","2017","Cloghan, Co Offaly","Number","1"
"Number of New Dwelling Completions","2017","Ferbane, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Kilcormac or Frankford, Co Offaly","Number","3"
"Number of New Dwelling Completions","2017","Kinnitty, Co Offaly","Number","1"
"Number of New Dwelling Completions","2017","Belmont, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Shannonbridge, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Bracknagh, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Clonbullogue, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Edenderry, Co Offaly","Number","21"
"Number of New Dwelling Completions","2017","Rhode, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Moneygall, Co Offaly","Number","2"
"Number of New Dwelling Completions","2017","Shinrone, Co Offaly","Number","4"
"Number of New Dwelling Completions","2017","Tullamore, Co Offaly","Number","13"
"Number of New Dwelling Completions","2017","Clara, Co Offaly","Number","2"
"Number of New Dwelling Completions","2017","Walsh Island or Coolagary, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Daingean, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Geashill, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Mucklagh, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Killeigh, Co Offaly","Number","4"
"Number of New Dwelling Completions","2017","Pollagh, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Ballinagar, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Killurin, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Clonygowan, Co Offaly","Number","0"
"Number of New Dwelling Completions","2017","Crinkle, Co Offaly","Number","1"
"Number of New Dwelling Completions","2017","Moate, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Castlepollard, Co Westmeath","Number","2"
"Number of New Dwelling Completions","2017","Clonmellon, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Delvin, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Raharney, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Ballynacargy, Co Westmeath","Number","2"
"Number of New Dwelling Completions","2017","Kilbeggan, Co Westmeath","Number","3"
"Number of New Dwelling Completions","2017","Killucan-Rathwire, Co Westmeath","Number","3"
"Number of New Dwelling Completions","2017","Kinnegad, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Mullingar, Co Westmeath","Number","27"
"Number of New Dwelling Completions","2017","Rochfortbridge, Co Westmeath","Number","1"
"Number of New Dwelling Completions","2017","Tyrrellspass, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Glassan, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Ballymore, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Collinstown, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Multyfarnham, Co Westmeath","Number","1"
"Number of New Dwelling Completions","2017","Baylin, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Castletown Geoghegan, Co Westmeath","Number","1"
"Number of New Dwelling Completions","2017","Ballinalack, Co Westmeath","Number","1"
"Number of New Dwelling Completions","2017","Rathowen, Co Westmeath","Number","0"
"Number of New Dwelling Completions","2017","Enniscorthy, Co Wexford","Number","11"
"Number of New Dwelling Completions","2017","Clonroche, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Oilgate, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Ferns, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Ballycanew, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Camolin, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Coolgreany, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Courtown Harbour-Riverchapel-Ardamine, Co Wexford","Number","3"
"Number of New Dwelling Completions","2017","Gorey, Co Wexford","Number","66"
"Number of New Dwelling Completions","2017","Kilmuckeridge or Ford, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Ballyhack, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Campile, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Duncannon, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Fethard-On-Sea, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Wexford, Co Wexford","Number","44"
"Number of New Dwelling Completions","2017","Ballygeary or Rosslare Harbour, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Bridgetown, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Castlebridge-Blackwater, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Kilmore Quay, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Rosslare, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Taghmon, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Barntown, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Kilrane, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Piercetown, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Murntown, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Castle Ellis, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Adamstown, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Newbawn, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Ballycullane, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Clongeen, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Danescastle, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Grahormac, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Ballysimon, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Arthurstown, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Oulart, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Kilmyshall, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Killinierin, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Ballyedmond, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Ballymurn, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Bree, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","The Ballagh, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Ballyhogue, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Killurin, Co Wexford","Number","1"
"Number of New Dwelling Completions","2017","Duncormick, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Kilmore, Co Wexford","Number","0"
"Number of New Dwelling Completions","2017","Baltinglass, Co Wicklow","Number","0"
"Number of New Dwelling Completions","2017","Dunlavin, Co Wicklow","Number","1"
"Number of New Dwelling Completions","2017","Donard, Co Wicklow","Number","0"
"Number of New Dwelling Completions","2017","Greystones-Delgany, Co Wicklow","Number","165"
"Number of New Dwelling Completions","2017","Kilmacanogue, Co Wicklow","Number","2"
"Number of New Dwelling Completions","2017","EnnisKerry, Co Wicklow","Number","1"
