"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C01921V02511","Type of Construction","UNIT","VALUE"
"BHQ03C2","Total Floor Area for which Permission Granted","20042","2004Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","1156"
"BHQ03C2","Total Floor Area for which Permission Granted","20042","2004Q2","2","Extensions","000 Sq Metres","398"
"BHQ03C2","Total Floor Area for which Permission Granted","20042","2004Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20043","2004Q3","-","All types of construction","000 Sq Metres","4646"
"BHQ03C2","Total Floor Area for which Permission Granted","20043","2004Q3","11","Dwellings","000 Sq Metres","3172"
"BHQ03C2","Total Floor Area for which Permission Granted","20043","2004Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","1007"
"BHQ03C2","Total Floor Area for which Permission Granted","20043","2004Q3","2","Extensions","000 Sq Metres","467"
"BHQ03C2","Total Floor Area for which Permission Granted","20043","2004Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20044","2004Q4","-","All types of construction","000 Sq Metres","4714"
"BHQ03C2","Total Floor Area for which Permission Granted","20044","2004Q4","11","Dwellings","000 Sq Metres","3123"
"BHQ03C2","Total Floor Area for which Permission Granted","20044","2004Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","1155"
"BHQ03C2","Total Floor Area for which Permission Granted","20044","2004Q4","2","Extensions","000 Sq Metres","436"
"BHQ03C2","Total Floor Area for which Permission Granted","20044","2004Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20051","2005Q1","-","All types of construction","000 Sq Metres","4711"
"BHQ03C2","Total Floor Area for which Permission Granted","20051","2005Q1","11","Dwellings","000 Sq Metres","3299"
"BHQ03C2","Total Floor Area for which Permission Granted","20051","2005Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","985"
"BHQ03C2","Total Floor Area for which Permission Granted","20051","2005Q1","2","Extensions","000 Sq Metres","427"
"BHQ03C2","Total Floor Area for which Permission Granted","20051","2005Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20052","2005Q2","-","All types of construction","000 Sq Metres","5730"
"BHQ03C2","Total Floor Area for which Permission Granted","20052","2005Q2","11","Dwellings","000 Sq Metres","3764"
"BHQ03C2","Total Floor Area for which Permission Granted","20052","2005Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","1478"
"BHQ03C2","Total Floor Area for which Permission Granted","20052","2005Q2","2","Extensions","000 Sq Metres","488"
"BHQ03C2","Total Floor Area for which Permission Granted","20052","2005Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20053","2005Q3","-","All types of construction","000 Sq Metres","5076"
"BHQ03C2","Total Floor Area for which Permission Granted","20053","2005Q3","11","Dwellings","000 Sq Metres","3219"
"BHQ03C2","Total Floor Area for which Permission Granted","20053","2005Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","1327"
"BHQ03C2","Total Floor Area for which Permission Granted","20053","2005Q3","2","Extensions","000 Sq Metres","530"
"BHQ03C2","Total Floor Area for which Permission Granted","20053","2005Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20054","2005Q4","-","All types of construction","000 Sq Metres","4478"
"BHQ03C2","Total Floor Area for which Permission Granted","20054","2005Q4","11","Dwellings","000 Sq Metres","2883"
"BHQ03C2","Total Floor Area for which Permission Granted","20054","2005Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","1167"
"BHQ03C2","Total Floor Area for which Permission Granted","20054","2005Q4","2","Extensions","000 Sq Metres","427"
"BHQ03C2","Total Floor Area for which Permission Granted","20054","2005Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20061","2006Q1","-","All types of construction","000 Sq Metres","4595"
"BHQ03C2","Total Floor Area for which Permission Granted","20061","2006Q1","11","Dwellings","000 Sq Metres","2999"
"BHQ03C2","Total Floor Area for which Permission Granted","20061","2006Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","1151"
"BHQ03C2","Total Floor Area for which Permission Granted","20061","2006Q1","2","Extensions","000 Sq Metres","444"
"BHQ03C2","Total Floor Area for which Permission Granted","20061","2006Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20062","2006Q2","-","All types of construction","000 Sq Metres","4824"
"BHQ03C2","Total Floor Area for which Permission Granted","20062","2006Q2","11","Dwellings","000 Sq Metres","2737"
"BHQ03C2","Total Floor Area for which Permission Granted","20062","2006Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","1612"
"BHQ03C2","Total Floor Area for which Permission Granted","20062","2006Q2","2","Extensions","000 Sq Metres","475"
"BHQ03C2","Total Floor Area for which Permission Granted","20062","2006Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20063","2006Q3","-","All types of construction","000 Sq Metres","5337"
"BHQ03C2","Total Floor Area for which Permission Granted","20063","2006Q3","11","Dwellings","000 Sq Metres","2981"
"BHQ03C2","Total Floor Area for which Permission Granted","20063","2006Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","1764"
"BHQ03C2","Total Floor Area for which Permission Granted","20063","2006Q3","2","Extensions","000 Sq Metres","593"
"BHQ03C2","Total Floor Area for which Permission Granted","20063","2006Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20064","2006Q4","-","All types of construction","000 Sq Metres","4532"
"BHQ03C2","Total Floor Area for which Permission Granted","20064","2006Q4","11","Dwellings","000 Sq Metres","2374"
"BHQ03C2","Total Floor Area for which Permission Granted","20064","2006Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","1697"
"BHQ03C2","Total Floor Area for which Permission Granted","20064","2006Q4","2","Extensions","000 Sq Metres","461"
"BHQ03C2","Total Floor Area for which Permission Granted","20064","2006Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20071","2007Q1","-","All types of construction","000 Sq Metres","5793"
"BHQ03C2","Total Floor Area for which Permission Granted","20071","2007Q1","11","Dwellings","000 Sq Metres","2952"
"BHQ03C2","Total Floor Area for which Permission Granted","20071","2007Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","2272"
"BHQ03C2","Total Floor Area for which Permission Granted","20071","2007Q1","2","Extensions","000 Sq Metres","570"
"BHQ03C2","Total Floor Area for which Permission Granted","20071","2007Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20072","2007Q2","-","All types of construction","000 Sq Metres","6719"
"BHQ03C2","Total Floor Area for which Permission Granted","20072","2007Q2","11","Dwellings","000 Sq Metres","3409"
"BHQ03C2","Total Floor Area for which Permission Granted","20072","2007Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","2668"
"BHQ03C2","Total Floor Area for which Permission Granted","20072","2007Q2","2","Extensions","000 Sq Metres","643"
"BHQ03C2","Total Floor Area for which Permission Granted","20072","2007Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20073","2007Q3","-","All types of construction","000 Sq Metres","6638"
"BHQ03C2","Total Floor Area for which Permission Granted","20073","2007Q3","11","Dwellings","000 Sq Metres","3165"
"BHQ03C2","Total Floor Area for which Permission Granted","20073","2007Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","2748"
"BHQ03C2","Total Floor Area for which Permission Granted","20073","2007Q3","2","Extensions","000 Sq Metres","725"
"BHQ03C2","Total Floor Area for which Permission Granted","20073","2007Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20074","2007Q4","-","All types of construction","000 Sq Metres","4835"
"BHQ03C2","Total Floor Area for which Permission Granted","20074","2007Q4","11","Dwellings","000 Sq Metres","2680"
"BHQ03C2","Total Floor Area for which Permission Granted","20074","2007Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","1626"
"BHQ03C2","Total Floor Area for which Permission Granted","20074","2007Q4","2","Extensions","000 Sq Metres","529"
"BHQ03C2","Total Floor Area for which Permission Granted","20074","2007Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20081","2008Q1","-","All types of construction","000 Sq Metres","4514"
"BHQ03C2","Total Floor Area for which Permission Granted","20081","2008Q1","11","Dwellings","000 Sq Metres","2645"
"BHQ03C2","Total Floor Area for which Permission Granted","20081","2008Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","1359"
"BHQ03C2","Total Floor Area for which Permission Granted","20081","2008Q1","2","Extensions","000 Sq Metres","509"
"BHQ03C2","Total Floor Area for which Permission Granted","20081","2008Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20082","2008Q2","-","All types of construction","000 Sq Metres","4770"
"BHQ03C2","Total Floor Area for which Permission Granted","20082","2008Q2","11","Dwellings","000 Sq Metres","2901"
"BHQ03C2","Total Floor Area for which Permission Granted","20082","2008Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","1425"
"BHQ03C2","Total Floor Area for which Permission Granted","20082","2008Q2","2","Extensions","000 Sq Metres","444"
"BHQ03C2","Total Floor Area for which Permission Granted","20082","2008Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20083","2008Q3","-","All types of construction","000 Sq Metres","3998"
"BHQ03C2","Total Floor Area for which Permission Granted","20083","2008Q3","11","Dwellings","000 Sq Metres","2263"
"BHQ03C2","Total Floor Area for which Permission Granted","20083","2008Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","1265"
"BHQ03C2","Total Floor Area for which Permission Granted","20083","2008Q3","2","Extensions","000 Sq Metres","470"
"BHQ03C2","Total Floor Area for which Permission Granted","20083","2008Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20084","2008Q4","-","All types of construction","000 Sq Metres","3517"
"BHQ03C2","Total Floor Area for which Permission Granted","20084","2008Q4","11","Dwellings","000 Sq Metres","2028"
"BHQ03C2","Total Floor Area for which Permission Granted","20084","2008Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","1102"
"BHQ03C2","Total Floor Area for which Permission Granted","20084","2008Q4","2","Extensions","000 Sq Metres","387"
"BHQ03C2","Total Floor Area for which Permission Granted","20084","2008Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20091","2009Q1","-","All types of construction","000 Sq Metres","3419"
"BHQ03C2","Total Floor Area for which Permission Granted","20091","2009Q1","11","Dwellings","000 Sq Metres","2090"
"BHQ03C2","Total Floor Area for which Permission Granted","20091","2009Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","870"
"BHQ03C2","Total Floor Area for which Permission Granted","20091","2009Q1","2","Extensions","000 Sq Metres","459"
"BHQ03C2","Total Floor Area for which Permission Granted","20091","2009Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20092","2009Q2","-","All types of construction","000 Sq Metres","2906"
"BHQ03C2","Total Floor Area for which Permission Granted","20092","2009Q2","11","Dwellings","000 Sq Metres","1753"
"BHQ03C2","Total Floor Area for which Permission Granted","20092","2009Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","872"
"BHQ03C2","Total Floor Area for which Permission Granted","20092","2009Q2","2","Extensions","000 Sq Metres","281"
"BHQ03C2","Total Floor Area for which Permission Granted","20092","2009Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20093","2009Q3","-","All types of construction","000 Sq Metres","2466"
"BHQ03C2","Total Floor Area for which Permission Granted","20093","2009Q3","11","Dwellings","000 Sq Metres","1273"
"BHQ03C2","Total Floor Area for which Permission Granted","20093","2009Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","915"
"BHQ03C2","Total Floor Area for which Permission Granted","20093","2009Q3","2","Extensions","000 Sq Metres","278"
"BHQ03C2","Total Floor Area for which Permission Granted","20093","2009Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20094","2009Q4","-","All types of construction","000 Sq Metres","1399"
"BHQ03C2","Total Floor Area for which Permission Granted","20094","2009Q4","11","Dwellings","000 Sq Metres","812"
"BHQ03C2","Total Floor Area for which Permission Granted","20094","2009Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","408"
"BHQ03C2","Total Floor Area for which Permission Granted","20094","2009Q4","2","Extensions","000 Sq Metres","179"
"BHQ03C2","Total Floor Area for which Permission Granted","20094","2009Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20101","2010Q1","-","All types of construction","000 Sq Metres","1328"
"BHQ03C2","Total Floor Area for which Permission Granted","20101","2010Q1","11","Dwellings","000 Sq Metres","844"
"BHQ03C2","Total Floor Area for which Permission Granted","20101","2010Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","303"
"BHQ03C2","Total Floor Area for which Permission Granted","20101","2010Q1","2","Extensions","000 Sq Metres","181"
"BHQ03C2","Total Floor Area for which Permission Granted","20101","2010Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20102","2010Q2","-","All types of construction","000 Sq Metres","1561"
"BHQ03C2","Total Floor Area for which Permission Granted","20102","2010Q2","11","Dwellings","000 Sq Metres","776"
"BHQ03C2","Total Floor Area for which Permission Granted","20102","2010Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","553"
"BHQ03C2","Total Floor Area for which Permission Granted","20102","2010Q2","2","Extensions","000 Sq Metres","232"
"BHQ03C2","Total Floor Area for which Permission Granted","20102","2010Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20103","2010Q3","-","All types of construction","000 Sq Metres","1412"
"BHQ03C2","Total Floor Area for which Permission Granted","20103","2010Q3","11","Dwellings","000 Sq Metres","727"
"BHQ03C2","Total Floor Area for which Permission Granted","20103","2010Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","415"
"BHQ03C2","Total Floor Area for which Permission Granted","20103","2010Q3","2","Extensions","000 Sq Metres","271"
"BHQ03C2","Total Floor Area for which Permission Granted","20103","2010Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20104","2010Q4","-","All types of construction","000 Sq Metres","955"
"BHQ03C2","Total Floor Area for which Permission Granted","20104","2010Q4","11","Dwellings","000 Sq Metres","514"
"BHQ03C2","Total Floor Area for which Permission Granted","20104","2010Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","254"
"BHQ03C2","Total Floor Area for which Permission Granted","20104","2010Q4","2","Extensions","000 Sq Metres","186"
"BHQ03C2","Total Floor Area for which Permission Granted","20104","2010Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20111","2011Q1","-","All types of construction","000 Sq Metres","1177"
"BHQ03C2","Total Floor Area for which Permission Granted","20111","2011Q1","11","Dwellings","000 Sq Metres","599"
"BHQ03C2","Total Floor Area for which Permission Granted","20111","2011Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","376"
"BHQ03C2","Total Floor Area for which Permission Granted","20111","2011Q1","2","Extensions","000 Sq Metres","202"
"BHQ03C2","Total Floor Area for which Permission Granted","20111","2011Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20112","2011Q2","-","All types of construction","000 Sq Metres","1222"
"BHQ03C2","Total Floor Area for which Permission Granted","20112","2011Q2","11","Dwellings","000 Sq Metres","560"
"BHQ03C2","Total Floor Area for which Permission Granted","20112","2011Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","452"
"BHQ03C2","Total Floor Area for which Permission Granted","20112","2011Q2","2","Extensions","000 Sq Metres","209"
"BHQ03C2","Total Floor Area for which Permission Granted","20112","2011Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20113","2011Q3","-","All types of construction","000 Sq Metres","969"
"BHQ03C2","Total Floor Area for which Permission Granted","20113","2011Q3","11","Dwellings","000 Sq Metres","465"
"BHQ03C2","Total Floor Area for which Permission Granted","20113","2011Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","288"
"BHQ03C2","Total Floor Area for which Permission Granted","20113","2011Q3","2","Extensions","000 Sq Metres","216"
"BHQ03C2","Total Floor Area for which Permission Granted","20113","2011Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20114","2011Q4","-","All types of construction","000 Sq Metres","708"
"BHQ03C2","Total Floor Area for which Permission Granted","20114","2011Q4","11","Dwellings","000 Sq Metres","357"
"BHQ03C2","Total Floor Area for which Permission Granted","20114","2011Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","214"
"BHQ03C2","Total Floor Area for which Permission Granted","20114","2011Q4","2","Extensions","000 Sq Metres","137"
"BHQ03C2","Total Floor Area for which Permission Granted","20114","2011Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20121","2012Q1","-","All types of construction","000 Sq Metres","734"
"BHQ03C2","Total Floor Area for which Permission Granted","20121","2012Q1","11","Dwellings","000 Sq Metres","279"
"BHQ03C2","Total Floor Area for which Permission Granted","20121","2012Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","283"
"BHQ03C2","Total Floor Area for which Permission Granted","20121","2012Q1","2","Extensions","000 Sq Metres","173"
"BHQ03C2","Total Floor Area for which Permission Granted","20121","2012Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20122","2012Q2","-","All types of construction","000 Sq Metres","824"
"BHQ03C2","Total Floor Area for which Permission Granted","20122","2012Q2","11","Dwellings","000 Sq Metres","284"
"BHQ03C2","Total Floor Area for which Permission Granted","20122","2012Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","341"
"BHQ03C2","Total Floor Area for which Permission Granted","20122","2012Q2","2","Extensions","000 Sq Metres","199"
"BHQ03C2","Total Floor Area for which Permission Granted","20122","2012Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20123","2012Q3","-","All types of construction","000 Sq Metres","877"
"BHQ03C2","Total Floor Area for which Permission Granted","20123","2012Q3","11","Dwellings","000 Sq Metres","312"
"BHQ03C2","Total Floor Area for which Permission Granted","20123","2012Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","346"
"BHQ03C2","Total Floor Area for which Permission Granted","20123","2012Q3","2","Extensions","000 Sq Metres","219"
"BHQ03C2","Total Floor Area for which Permission Granted","20123","2012Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20124","2012Q4","-","All types of construction","000 Sq Metres","763"
"BHQ03C2","Total Floor Area for which Permission Granted","20124","2012Q4","11","Dwellings","000 Sq Metres","325"
"BHQ03C2","Total Floor Area for which Permission Granted","20124","2012Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","261"
"BHQ03C2","Total Floor Area for which Permission Granted","20124","2012Q4","2","Extensions","000 Sq Metres","177"
"BHQ03C2","Total Floor Area for which Permission Granted","20124","2012Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20131","2013Q1","-","All types of construction","000 Sq Metres","930"
"BHQ03C2","Total Floor Area for which Permission Granted","20131","2013Q1","11","Dwellings","000 Sq Metres","394"
"BHQ03C2","Total Floor Area for which Permission Granted","20131","2013Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","366"
"BHQ03C2","Total Floor Area for which Permission Granted","20131","2013Q1","2","Extensions","000 Sq Metres","169"
"BHQ03C2","Total Floor Area for which Permission Granted","20131","2013Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20132","2013Q2","-","All types of construction","000 Sq Metres","834"
"BHQ03C2","Total Floor Area for which Permission Granted","20132","2013Q2","11","Dwellings","000 Sq Metres","333"
"BHQ03C2","Total Floor Area for which Permission Granted","20132","2013Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","331"
"BHQ03C2","Total Floor Area for which Permission Granted","20132","2013Q2","2","Extensions","000 Sq Metres","170"
"BHQ03C2","Total Floor Area for which Permission Granted","20132","2013Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20133","2013Q3","-","All types of construction","000 Sq Metres","823"
"BHQ03C2","Total Floor Area for which Permission Granted","20133","2013Q3","11","Dwellings","000 Sq Metres","282"
"BHQ03C2","Total Floor Area for which Permission Granted","20133","2013Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","312"
"BHQ03C2","Total Floor Area for which Permission Granted","20133","2013Q3","2","Extensions","000 Sq Metres","229"
"BHQ03C2","Total Floor Area for which Permission Granted","20133","2013Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20134","2013Q4","-","All types of construction","000 Sq Metres","751"
"BHQ03C2","Total Floor Area for which Permission Granted","20134","2013Q4","11","Dwellings","000 Sq Metres","295"
"BHQ03C2","Total Floor Area for which Permission Granted","20134","2013Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","297"
"BHQ03C2","Total Floor Area for which Permission Granted","20134","2013Q4","2","Extensions","000 Sq Metres","159"
"BHQ03C2","Total Floor Area for which Permission Granted","20134","2013Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20141","2014Q1","-","All types of construction","000 Sq Metres","744"
"BHQ03C2","Total Floor Area for which Permission Granted","20141","2014Q1","11","Dwellings","000 Sq Metres","336"
"BHQ03C2","Total Floor Area for which Permission Granted","20141","2014Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","229"
"BHQ03C2","Total Floor Area for which Permission Granted","20141","2014Q1","2","Extensions","000 Sq Metres","180"
"BHQ03C2","Total Floor Area for which Permission Granted","20141","2014Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20142","2014Q2","-","All types of construction","000 Sq Metres","712"
"BHQ03C2","Total Floor Area for which Permission Granted","20142","2014Q2","11","Dwellings","000 Sq Metres","296"
"BHQ03C2","Total Floor Area for which Permission Granted","20142","2014Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","242"
"BHQ03C2","Total Floor Area for which Permission Granted","20142","2014Q2","2","Extensions","000 Sq Metres","174"
"BHQ03C2","Total Floor Area for which Permission Granted","20142","2014Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20143","2014Q3","-","All types of construction","000 Sq Metres","974"
"BHQ03C2","Total Floor Area for which Permission Granted","20143","2014Q3","11","Dwellings","000 Sq Metres","366"
"BHQ03C2","Total Floor Area for which Permission Granted","20143","2014Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","379"
"BHQ03C2","Total Floor Area for which Permission Granted","20143","2014Q3","2","Extensions","000 Sq Metres","228"
"BHQ03C2","Total Floor Area for which Permission Granted","20143","2014Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20144","2014Q4","-","All types of construction","000 Sq Metres","754"
"BHQ03C2","Total Floor Area for which Permission Granted","20144","2014Q4","11","Dwellings","000 Sq Metres","368"
"BHQ03C2","Total Floor Area for which Permission Granted","20144","2014Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","214"
"BHQ03C2","Total Floor Area for which Permission Granted","20144","2014Q4","2","Extensions","000 Sq Metres","172"
"BHQ03C2","Total Floor Area for which Permission Granted","20144","2014Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20151","2015Q1","-","All types of construction","000 Sq Metres","973"
"BHQ03C2","Total Floor Area for which Permission Granted","20151","2015Q1","11","Dwellings","000 Sq Metres","525"
"BHQ03C2","Total Floor Area for which Permission Granted","20151","2015Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","243"
"BHQ03C2","Total Floor Area for which Permission Granted","20151","2015Q1","2","Extensions","000 Sq Metres","206"
"BHQ03C2","Total Floor Area for which Permission Granted","20151","2015Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20152","2015Q2","-","All types of construction","000 Sq Metres","1065"
"BHQ03C2","Total Floor Area for which Permission Granted","20152","2015Q2","11","Dwellings","000 Sq Metres","527"
"BHQ03C2","Total Floor Area for which Permission Granted","20152","2015Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","321"
"BHQ03C2","Total Floor Area for which Permission Granted","20152","2015Q2","2","Extensions","000 Sq Metres","216"
"BHQ03C2","Total Floor Area for which Permission Granted","20152","2015Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20153","2015Q3","-","All types of construction","000 Sq Metres","1354"
"BHQ03C2","Total Floor Area for which Permission Granted","20153","2015Q3","11","Dwellings","000 Sq Metres","494"
"BHQ03C2","Total Floor Area for which Permission Granted","20153","2015Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","568"
"BHQ03C2","Total Floor Area for which Permission Granted","20153","2015Q3","2","Extensions","000 Sq Metres","293"
"BHQ03C2","Total Floor Area for which Permission Granted","20153","2015Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20154","2015Q4","-","All types of construction","000 Sq Metres","1468"
"BHQ03C2","Total Floor Area for which Permission Granted","20154","2015Q4","11","Dwellings","000 Sq Metres","601"
"BHQ03C2","Total Floor Area for which Permission Granted","20154","2015Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","687"
"BHQ03C2","Total Floor Area for which Permission Granted","20154","2015Q4","2","Extensions","000 Sq Metres","180"
"BHQ03C2","Total Floor Area for which Permission Granted","20154","2015Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20161","2016Q1","-","All types of construction","000 Sq Metres","1280"
"BHQ03C2","Total Floor Area for which Permission Granted","20161","2016Q1","11","Dwellings","000 Sq Metres","502"
"BHQ03C2","Total Floor Area for which Permission Granted","20161","2016Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","522"
"BHQ03C2","Total Floor Area for which Permission Granted","20161","2016Q1","2","Extensions","000 Sq Metres","256"
"BHQ03C2","Total Floor Area for which Permission Granted","20161","2016Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20162","2016Q2","-","All types of construction","000 Sq Metres","1245"
"BHQ03C2","Total Floor Area for which Permission Granted","20162","2016Q2","11","Dwellings","000 Sq Metres","554"
"BHQ03C2","Total Floor Area for which Permission Granted","20162","2016Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","460"
"BHQ03C2","Total Floor Area for which Permission Granted","20162","2016Q2","2","Extensions","000 Sq Metres","231"
"BHQ03C2","Total Floor Area for which Permission Granted","20162","2016Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20163","2016Q3","-","All types of construction","000 Sq Metres","1693"
