"STATISTIC","Statistic Label","TLIST(M1)","Month","C01947V02657","Local Authority","C02424V02930","Residential Units Commenced","UNIT","VALUE"
"HSM13","Commencement Notices","202104","2021 April","90","Limerick City and County","05","Number of one-off residential units","Number","37"
"HSM13","Commencement Notices","202104","2021 April","91","Waterford City and County","03","Number of notices for residential development","Number","22"
"HSM13","Commencement Notices","202104","2021 April","91","Waterford City and County","04","Number of residential units","Number","121"
"HSM13","Commencement Notices","202104","2021 April","91","Waterford City and County","05","Number of one-off residential units","Number","16"
"HSM13","Commencement Notices","202104","2021 April","92","Tipperary County","03","Number of notices for residential development","Number","21"
"HSM13","Commencement Notices","202104","2021 April","92","Tipperary County","04","Number of residential units","Number","29"
"HSM13","Commencement Notices","202104","2021 April","92","Tipperary County","05","Number of one-off residential units","Number","20"
"HSM13","Commencement Notices","202105","2021 May","01","Carlow (County Council)","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","202105","2021 May","01","Carlow (County Council)","04","Number of residential units","Number","38"
"HSM13","Commencement Notices","202105","2021 May","01","Carlow (County Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","202105","2021 May","02","Cavan (County Council)","03","Number of notices for residential development","Number","24"
"HSM13","Commencement Notices","202105","2021 May","02","Cavan (County Council)","04","Number of residential units","Number","47"
"HSM13","Commencement Notices","202105","2021 May","02","Cavan (County Council)","05","Number of one-off residential units","Number","22"
"HSM13","Commencement Notices","202105","2021 May","03","Clare (County Council)","03","Number of notices for residential development","Number","20"
"HSM13","Commencement Notices","202105","2021 May","03","Clare (County Council)","04","Number of residential units","Number","39"
"HSM13","Commencement Notices","202105","2021 May","03","Clare (County Council)","05","Number of one-off residential units","Number","18"
"HSM13","Commencement Notices","202105","2021 May","04","Cork (County Council)","03","Number of notices for residential development","Number","95"
"HSM13","Commencement Notices","202105","2021 May","04","Cork (County Council)","04","Number of residential units","Number","195"
"HSM13","Commencement Notices","202105","2021 May","04","Cork (County Council)","05","Number of one-off residential units","Number","87"
"HSM13","Commencement Notices","202105","2021 May","05","Donegal (County Council)","03","Number of notices for residential development","Number","34"
"HSM13","Commencement Notices","202105","2021 May","05","Donegal (County Council)","04","Number of residential units","Number","34"
"HSM13","Commencement Notices","202105","2021 May","05","Donegal (County Council)","05","Number of one-off residential units","Number","34"
"HSM13","Commencement Notices","202105","2021 May","06","Fingal (County Council)","03","Number of notices for residential development","Number","21"
"HSM13","Commencement Notices","202105","2021 May","06","Fingal (County Council)","04","Number of residential units","Number","827"
"HSM13","Commencement Notices","202105","2021 May","06","Fingal (County Council)","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","202105","2021 May","07","Galway (County Council)","03","Number of notices for residential development","Number","63"
"HSM13","Commencement Notices","202105","2021 May","07","Galway (County Council)","04","Number of residential units","Number","148"
"HSM13","Commencement Notices","202105","2021 May","07","Galway (County Council)","05","Number of one-off residential units","Number","57"
"HSM13","Commencement Notices","202105","2021 May","08","Kerry (County Council)","03","Number of notices for residential development","Number","33"
"HSM13","Commencement Notices","202105","2021 May","08","Kerry (County Council)","04","Number of residential units","Number","102"
"HSM13","Commencement Notices","202105","2021 May","08","Kerry (County Council)","05","Number of one-off residential units","Number","26"
"HSM13","Commencement Notices","202105","2021 May","09","Kildare (County Council)","03","Number of notices for residential development","Number","30"
"HSM13","Commencement Notices","202105","2021 May","09","Kildare (County Council)","04","Number of residential units","Number","340"
"HSM13","Commencement Notices","202105","2021 May","09","Kildare (County Council)","05","Number of one-off residential units","Number","17"
"HSM13","Commencement Notices","202105","2021 May","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","34"
"HSM13","Commencement Notices","202105","2021 May","10","Kilkenny (County Council)","04","Number of residential units","Number","64"
"HSM13","Commencement Notices","202105","2021 May","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","30"
"HSM13","Commencement Notices","202105","2021 May","11","Laois (County Council)","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","202105","2021 May","11","Laois (County Council)","04","Number of residential units","Number","34"
"HSM13","Commencement Notices","202105","2021 May","11","Laois (County Council)","05","Number of one-off residential units","Number","13"
"HSM13","Commencement Notices","202105","2021 May","12","Leitrim (County Council)","03","Number of notices for residential development","Number","1"
"HSM13","Commencement Notices","202105","2021 May","12","Leitrim (County Council)","04","Number of residential units","Number","1"
"HSM13","Commencement Notices","202105","2021 May","12","Leitrim (County Council)","05","Number of one-off residential units","Number","1"
