"STATISTIC","Statistic Label","TLIST(M1)","Month","C01947V02657","Local Authority","C02424V02930","Residential Units Commenced","UNIT","VALUE"
"HSM13","Commencement Notices","201405","2014 May","32","Dun Laoire/Rathdown (County Council)","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","201405","2014 May","33","Galway (City Council)","03","Number of notices for residential development","Number","0"
"HSM13","Commencement Notices","201405","2014 May","33","Galway (City Council)","04","Number of residential units","Number","0"
"HSM13","Commencement Notices","201405","2014 May","33","Galway (City Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","201405","2014 May","88","South Dublin Co. Co. (County Council)","03","Number of notices for residential development","Number","1"
"HSM13","Commencement Notices","201405","2014 May","88","South Dublin Co. Co. (County Council)","04","Number of residential units","Number","1"
"HSM13","Commencement Notices","201405","2014 May","88","South Dublin Co. Co. (County Council)","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","201405","2014 May","90","Limerick City and County","03","Number of notices for residential development","Number","1"
"HSM13","Commencement Notices","201405","2014 May","90","Limerick City and County","04","Number of residential units","Number","1"
"HSM13","Commencement Notices","201405","2014 May","90","Limerick City and County","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","201405","2014 May","91","Waterford City and County","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","201405","2014 May","91","Waterford City and County","04","Number of residential units","Number","4"
"HSM13","Commencement Notices","201405","2014 May","91","Waterford City and County","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","201405","2014 May","92","Tipperary County","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","201405","2014 May","92","Tipperary County","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","201405","2014 May","92","Tipperary County","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","201406","2014 June","01","Carlow (County Council)","03","Number of notices for residential development","Number","0"
"HSM13","Commencement Notices","201406","2014 June","01","Carlow (County Council)","04","Number of residential units","Number","0"
"HSM13","Commencement Notices","201406","2014 June","01","Carlow (County Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","201406","2014 June","02","Cavan (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","201406","2014 June","02","Cavan (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","201406","2014 June","02","Cavan (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","201406","2014 June","03","Clare (County Council)","03","Number of notices for residential development","Number","3"
"HSM13","Commencement Notices","201406","2014 June","03","Clare (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","201406","2014 June","03","Clare (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","201406","2014 June","04","Cork (County Council)","03","Number of notices for residential development","Number","10"
"HSM13","Commencement Notices","201406","2014 June","04","Cork (County Council)","04","Number of residential units","Number","10"
"HSM13","Commencement Notices","201406","2014 June","04","Cork (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","201406","2014 June","05","Donegal (County Council)","03","Number of notices for residential development","Number","6"
"HSM13","Commencement Notices","201406","2014 June","05","Donegal (County Council)","04","Number of residential units","Number","6"
"HSM13","Commencement Notices","201406","2014 June","05","Donegal (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","201406","2014 June","06","Fingal (County Council)","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","201406","2014 June","06","Fingal (County Council)","04","Number of residential units","Number","28"
"HSM13","Commencement Notices","201406","2014 June","06","Fingal (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","201406","2014 June","07","Galway (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","201406","2014 June","07","Galway (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","201406","2014 June","07","Galway (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","201406","2014 June","08","Kerry (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","201406","2014 June","08","Kerry (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","201406","2014 June","08","Kerry (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","201406","2014 June","09","Kildare (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","201406","2014 June","09","Kildare (County Council)","04","Number of residential units","Number","18"
"HSM13","Commencement Notices","201406","2014 June","09","Kildare (County Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","201406","2014 June","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","201406","2014 June","10","Kilkenny (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","201406","2014 June","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","201406","2014 June","11","Laois (County Council)","03","Number of notices for residential development","Number","1"
"HSM13","Commencement Notices","201406","2014 June","11","Laois (County Council)","04","Number of residential units","Number","1"
"HSM13","Commencement Notices","201406","2014 June","11","Laois (County Council)","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","201406","2014 June","12","Leitrim (County Council)","03","Number of notices for residential development","Number","0"
"HSM13","Commencement Notices","201406","2014 June","12","Leitrim (County Council)","04","Number of residential units","Number","0"
"HSM13","Commencement Notices","201406","2014 June","12","Leitrim (County Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","201406","2014 June","14","Longford (County Council)","03","Number of notices for residential development","Number","1"
"HSM13","Commencement Notices","201406","2014 June","14","Longford (County Council)","04","Number of residential units","Number","1"
